3680000,-11912
3690000,-12132
3700000,-12561
3710000,-12912
3720000,-13231
3730000,-13391
3740000,-13750
3750000,-13785
3760000,-13784
3770000,-14040
3780000,-14356
3790000,-14323
3800000,-14462
3810000,-14440
3820000,-14559
3830000,-14575
3840000,-14684
3850000,-14891
3860000,-15264
3870000,-15544
3880000,-15422
3890000,-15149
3900000,-14843
3910000,-14770
3920000,-14610
3930000,-14610
3940000,-14407
3950000,-13912
3960000,-13896
3970000,-13652
3980000,-13320
3990000,-13122
4000000,-12684
4010000,-12709
4020000,-12570
4030000,-12403
4040000,-12217
4050000,-11875
4060000,-11733
4070000,-11679
4080000,-11548
4090000,-11518
4100000,-11464
4110000,-11370
4120000,-11118
4130000,-10960
4140000,-10767
4150000,-10555
4160000,-10317
4170000,-9958
4180000,-9773
4190000,-9629
4200000,-9419
4210000,-9365
4220000,-9271
4230000,-8957
4240000,-8629
4250000,-8472
4260000,-8199
4270000,-7859
4280000,-7637
4290000,-7486
4300000,-7306
4310000,-6971
4320000,-6863
4330000,-6861
4340000,-6686
4350000,-6327
4360000,-6066
4370000,-5766
4380000,-5583
4390000,-5196
4400000,-4973
4410000,-5003
4420000,-4802
4430000,-4520
4440000,-4323
4450000,-4136
4460000,-3681
4470000,-3232
4480000,-3011
4490000,-2891
4500000,-2775
4510000,-2626
4520000,-2437
4530000,-2234
4540000,-2004
4550000,-1497
4560000,-1094
4570000,-641
4580000,-186
4590000,213
4600000,674
4610000,167
4620000,-297
4630000,-592
4640000,-622
4650000,-912
4660000,-844
4670000,-791
4680000,-771
4690000,-652
4700000,-534
4710000,-338
4720000,164
4730000,519
4740000,720
4750000,976
4760000,1070
4770000,1379
4780000,1799
4790000,1920
4800000,1979
4810000,2111
4820000,2206
4830000,2054
4840000,2360
4850000,2102
4860000,2259
4870000,2483
4880000,2622
4890000,2783
4900000,2856
4910000,3073
4920000,3186
4930000,3475
4940000,3775
